,country,date,avg_max_temp,avg_min_temp,avg_temp,alpha-3,region
1439,Norway,2023-05-05,7.7,-2.9,2.9,NOR,Europe
1440,Monaco,2022-09-24,20.0,17.2,18.8,MCO,Europe
1441,Spain,2023-02-10,10.8,1.7,5.2,ESP,Europe
1442,Finland,2023-03-07,-0.9,-4.8,-2.3,FIN,Europe
1443,Hungary,2023-06-03,21.6,12.7,17.1,HUN,Europe
1444,Croatia,2023-05-16,13.1,10.9,12.0,HRV,Europe
1445,Slovakia,2022-10-24,16.2,10.9,13.3,SVK,Europe
1446,Portugal,2023-05-06,22.8,15.4,18.5,PRT,Europe
1447,Poland,2023-08-15,34.5,21.4,27.3,POL,Europe
1448,Monaco,2022-10-28,22.4,18.1,20.2,MCO,Europe
1449,Monaco,2023-01-22,10.1,5.3,8.0,MCO,Europe
1450,Austria,2023-07-08,29.5,16.8,23.1,AUT,Europe
1451,Slovakia,2023-05-14,13.5,8.1,10.7,SVK,Europe
1452,Luxembourg,2023-02-08,5.2,-2.9,0.0,LUX,Europe
1453,Lithuania,2022-12-29,2.4,0.3,1.4,LTU,Europe
1454,Poland,2023-05-16,18.8,10.3,14.7,POL,Europe
1455,Slovenia,2022-12-10,5.2,1.5,4.2,SVN,Europe
1456,Netherlands,2023-01-15,7.2,4.4,5.8,NLD,Europe
1457,Albania,2023-08-13,30.7,19.0,24.6,ALB,Europe
1458,Ireland,2023-02-20,13.1,9.5,11.4,IRL,Europe
1459,Luxembourg,2022-12-04,3.9,-1.6,0.5,LUX,Europe
1460,Bulgaria,2023-02-05,-1.4,-7.5,-4.6,BGR,Europe
1461,"Moldova, Republic of",2023-07-01,32.1,18.5,25.1,MDA,Europe
1462,Belarus,2023-03-18,6.6,-0.4,2.4,BLR,Europe
1463,Netherlands,2022-10-12,14.2,6.5,10.0,NLD,Europe
1464,Finland,2022-09-26,13.2,11.4,12.4,FIN,Europe
1465,"Moldova, Republic of",2022-11-21,4.9,2.6,3.9,MDA,Europe
1466,Latvia,2022-10-17,13.8,9.1,11.5,LVA,Europe
1467,France,2023-08-15,25.3,18.0,21.9,FRA,Europe
1468,Ireland,2022-11-21,9.8,5.5,8.1,IRL,Europe
1469,Bulgaria,2022-12-21,7.6,-2.7,0.9,BGR,Europe
1470,Spain,2023-01-15,9.9,3.5,6.2,ESP,Europe
1471,Spain,2023-08-09,41.6,25.7,33.4,ESP,Europe
1472,Norway,2023-01-10,0.3,-0.7,-0.3,NOR,Europe
1473,Estonia,2023-09-01,20.0,12.2,16.2,EST,Europe
1474,Serbia,2023-02-24,15.2,6.2,10.3,SRB,Europe
1475,Belgium,2023-01-01,13.7,10.1,12.0,BEL,Europe
1476,Czechia,2023-05-04,15.3,4.1,10.3,CZE,Europe
1477,Finland,2022-11-29,5.2,3.8,4.7,FIN,Europe
1478,Finland,2023-06-06,11.2,9.2,10.1,FIN,Europe
1479,Estonia,2023-05-04,3.9,0.3,2.3,EST,Europe
1480,Bosnia and Herzegovina,2022-12-19,7.5,-1.1,2.4,BIH,Europe
1481,Lithuania,2023-05-11,16.5,4.2,11.3,LTU,Europe
1482,Slovakia,2023-07-10,33.9,19.0,25.8,SVK,Europe
1483,Hungary,2022-10-21,15.4,5.0,10.3,HUN,Europe
1484,Luxembourg,2022-11-20,6.0,3.2,4.5,LUX,Europe
1485,Slovakia,2023-09-10,29.9,16.1,22.4,SVK,Europe
1486,Estonia,2022-10-10,13.8,6.5,10.1,EST,Europe
1487,Croatia,2022-12-04,6.9,3.6,5.4,HRV,Europe
1488,Estonia,2023-06-26,21.5,11.2,17.5,EST,Europe
1489,Slovenia,2023-08-10,22.0,14.0,17.4,SVN,Europe
1490,Spain,2022-10-24,18.7,12.1,15.3,ESP,Europe
1491,France,2023-06-23,26.2,13.7,20.1,FRA,Europe
1492,Italy,2022-10-06,25.5,15.9,20.6,ITA,Europe
1493,Montenegro,2023-04-30,19.7,11.6,15.4,MNE,Europe
1494,Slovakia,2023-01-25,4.7,-2.7,0.0,SVK,Europe
1495,Belgium,2023-01-06,11.3,8.7,10.1,BEL,Europe
1496,Andorra,2022-11-27,7.8,0.5,2.9,AND,Europe
1497,Monaco,2022-10-14,20.7,16.5,18.9,MCO,Europe
1498,Estonia,2023-06-25,20.5,12.3,16.4,EST,Europe
1499,Belgium,2022-09-16,15.2,10.0,12.3,BEL,Europe
1500,Belgium,2023-08-23,26.4,15.0,20.6,BEL,Europe
1501,Montenegro,2023-02-16,12.0,3.7,7.2,MNE,Europe
1502,Ireland,2022-12-28,10.9,5.2,8.0,IRL,Europe
1503,Italy,2022-10-20,26.1,15.6,20.2,ITA,Europe
1504,Romania,2023-01-13,6.1,1.7,3.8,ROU,Europe
1505,Finland,2022-09-25,11.7,7.2,9.1,FIN,Europe
1506,Croatia,2022-11-02,19.6,12.3,15.0,HRV,Europe
1507,Croatia,2023-04-24,16.5,9.5,12.0,HRV,Europe
1508,Romania,2023-04-22,17.5,7.3,12.4,ROU,Europe
1509,Finland,2022-12-01,1.2,-0.3,0.5,FIN,Europe
1510,Hungary,2023-02-26,6.5,2.0,4.3,HUN,Europe
1511,Estonia,2022-09-19,12.7,8.8,11.0,EST,Europe
1512,Belarus,2022-11-13,10.2,4.7,8.2,BLR,Europe
1513,Greece,2023-08-07,33.1,23.7,28.0,GRC,Europe
1514,Finland,2023-04-07,3.2,1.9,2.2,FIN,Europe
1515,North Macedonia,2023-02-16,12.1,0.5,5.3,MKD,Europe
1516,Italy,2022-10-23,25.3,16.4,20.2,ITA,Europe
1517,Portugal,2023-09-12,25.2,17.9,20.9,PRT,Europe
1518,Lithuania,2022-09-26,14.1,7.1,10.1,LTU,Europe
1519,Slovakia,2023-08-15,30.9,17.5,24.3,SVK,Europe
1520,Lithuania,2023-04-17,13.2,6.4,9.5,LTU,Europe
1521,Portugal,2022-11-08,19.9,16.7,17.8,PRT,Europe
1522,Netherlands,2023-06-14,25.0,14.0,19.8,NLD,Europe
1523,"Moldova, Republic of",2022-11-06,11.9,7.7,10.2,MDA,Europe
1524,"Moldova, Republic of",2022-11-19,9.4,2.8,5.6,MDA,Europe
1525,Latvia,2023-07-23,21.0,11.6,15.1,LVA,Europe
1526,Finland,2023-08-02,18.1,16.2,16.9,FIN,Europe
1527,Denmark,2023-03-29,5.7,2.1,4.2,DNK,Europe
1528,Finland,2023-03-26,-1.1,-2.7,-2.2,FIN,Europe
1529,Spain,2023-04-01,20.1,9.4,14.3,ESP,Europe
1530,Finland,2022-10-17,11.4,7.0,9.4,FIN,Europe
1531,Slovenia,2022-11-27,7.6,0.6,3.3,SVN,Europe
1532,Finland,2022-09-15,13.1,11.5,12.3,FIN,Europe
1533,Hungary,2022-10-04,17.4,9.8,13.2,HUN,Europe
1534,Germany,2023-01-31,4.3,1.7,3.0,DEU,Europe
1535,Ireland,2023-07-12,18.0,12.0,14.9,IRL,Europe
1536,Spain,2022-10-19,23.8,17.0,19.9,ESP,Europe
1537,Romania,2023-03-01,6.9,4.7,5.7,ROU,Europe
1538,Czechia,2023-02-27,2.1,-3.0,-0.9,CZE,Europe
1539,Estonia,2023-07-07,19.7,10.6,15.6,EST,Europe
1540,Andorra,2023-07-23,23.5,10.4,16.8,AND,Europe
1541,Czechia,2023-05-06,17.8,9.6,12.7,CZE,Europe
1542,Andorra,2022-11-11,12.1,1.1,5.5,AND,Europe
1543,Bosnia and Herzegovina,2023-03-20,15.8,5.6,10.2,BIH,Europe
1544,Germany,2023-02-09,3.4,-3.1,-0.2,DEU,Europe
1545,Poland,2023-02-24,6.9,3.7,5.3,POL,Europe
1546,Hungary,2023-05-05,21.3,10.7,16.3,HUN,Europe
1547,Belgium,2023-05-29,19.0,8.5,14.1,BEL,Europe
1548,Monaco,2023-09-03,25.7,22.8,24.4,MCO,Europe
1549,Slovakia,2023-04-09,9.9,1.2,5.1,SVK,Europe
1550,Luxembourg,2023-03-06,4.4,-0.3,1.8,LUX,Europe
1551,Poland,2023-01-31,3.2,0.4,1.7,POL,Europe
1552,North Macedonia,2023-04-12,14.6,5.6,10.0,MKD,Europe
1553,France,2023-06-24,28.5,15.0,21.9,FRA,Europe
1554,Albania,2022-10-20,24.3,12.6,17.7,ALB,Europe
1555,Norway,2023-01-22,-1.2,-8.2,-3.4,NOR,Europe
1556,North Macedonia,2023-03-14,13.2,4.1,8.3,MKD,Europe
1557,Luxembourg,2023-06-19,26.8,15.2,20.7,LUX,Europe
1558,Albania,2023-07-20,36.3,24.9,29.8,ALB,Europe
1559,Norway,2022-09-21,1.8,-0.1,0.8,NOR,Europe
1560,Bulgaria,2022-09-28,21.9,9.2,15.5,BGR,Europe
1561,Kosovo,2023-03-19,15.4,1.3,7.1,,
1562,Kosovo,2022-11-09,16.9,5.9,10.4,,
1563,Finland,2023-01-05,-6.3,-11.3,-7.7,FIN,Europe
1564,Netherlands,2023-02-21,11.9,6.9,9.3,NLD,Europe
1565,France,2023-06-30,23.6,13.9,18.6,FRA,Europe
1566,Lithuania,2023-01-08,-1.9,-5.3,-3.5,LTU,Europe
1567,Montenegro,2022-11-27,8.6,5.1,7.3,MNE,Europe
1568,Finland,2023-04-02,3.0,-4.9,-1.7,FIN,Europe
1569,Finland,2023-09-02,16.6,15.2,15.9,FIN,Europe
1570,Latvia,2022-11-24,-0.4,-2.2,-1.4,LVA,Europe
1571,France,2022-10-30,19.4,13.9,16.5,FRA,Europe
1572,Andorra,2023-01-02,6.3,0.3,2.3,AND,Europe
1573,Finland,2023-05-22,17.7,10.0,14.3,FIN,Europe
1574,"Moldova, Republic of",2023-08-28,39.2,22.8,31.2,MDA,Europe
1575,Andorra,2023-03-09,7.1,-1.6,2.4,AND,Europe
1576,"Moldova, Republic of",2022-11-02,17.1,7.6,12.3,MDA,Europe
1577,Norway,2022-12-13,-10.2,-12.7,-11.5,NOR,Europe
1578,"Moldova, Republic of",2023-01-10,7.1,1.0,4.9,MDA,Europe
1579,Andorra,2023-02-09,-0.8,-8.7,-5.9,AND,Europe
1580,Ireland,2023-05-29,13.9,10.1,12.2,IRL,Europe
1581,Belarus,2023-05-01,12.6,1.4,7.4,BLR,Europe
1582,Italy,2023-02-15,16.9,3.5,9.4,ITA,Europe
1583,Netherlands,2023-06-02,17.9,9.0,13.3,NLD,Europe
1584,Monaco,2022-09-16,28.5,21.0,24.5,MCO,Europe
1585,Albania,2023-01-08,14.7,5.3,8.7,ALB,Europe
1586,France,2022-10-28,23.9,17.5,19.9,FRA,Europe
1587,North Macedonia,2023-04-18,14.5,8.3,10.9,MKD,Europe
1588,Italy,2022-10-08,24.4,16.5,20.4,ITA,Europe
1589,Hungary,2023-08-17,29.2,19.5,24.3,HUN,Europe
1590,France,2023-04-16,14.9,3.8,9.6,FRA,Europe
1591,Slovenia,2023-08-06,18.8,12.8,15.2,SVN,Europe
1592,Kosovo,2022-12-22,8.4,-1.7,2.2,,
1593,Norway,2023-02-21,2.0,-3.8,-0.9,NOR,Europe
1594,Belgium,2023-01-17,4.0,-1.3,1.1,BEL,Europe
1595,Slovenia,2022-10-12,16.3,9.7,12.4,SVN,Europe
1596,Greece,2023-06-20,31.8,20.8,26.0,GRC,Europe
1597,Finland,2022-12-13,-1.8,-4.0,-3.3,FIN,Europe
1598,Romania,2023-07-12,33.8,19.0,26.5,ROU,Europe
1599,Germany,2023-01-16,7.3,2.5,4.4,DEU,Europe
1600,Bosnia and Herzegovina,2023-05-10,16.6,6.3,11.1,BIH,Europe
1601,Belgium,2023-08-04,19.9,12.2,16.1,BEL,Europe
1602,Montenegro,2022-09-14,25.9,16.2,20.4,MNE,Europe
1603,Belarus,2023-01-11,-3.6,-5.8,-4.6,BLR,Europe
1604,Andorra,2023-07-31,24.0,10.8,16.7,AND,Europe
1605,Portugal,2023-05-25,26.1,16.2,20.6,PRT,Europe
1606,Denmark,2023-08-17,20.8,14.1,17.4,DNK,Europe
1607,Italy,2022-12-13,10.1,7.7,8.6,ITA,Europe
1608,Slovenia,2022-12-07,4.8,1.7,3.4,SVN,Europe
1609,Slovakia,2023-06-07,20.0,14.7,16.6,SVK,Europe
1610,Slovenia,2023-05-09,17.5,8.5,12.5,SVN,Europe
1611,Norway,2023-04-18,8.5,-0.6,3.8,NOR,Europe
1612,Latvia,2022-11-17,3.7,-0.2,1.4,LVA,Europe
1613,Hungary,2023-08-26,36.4,24.1,29.9,HUN,Europe
1614,Norway,2022-10-29,-7.6,-10.7,-9.0,NOR,Europe
1615,Serbia,2023-04-11,15.2,7.8,10.8,SRB,Europe
1616,Montenegro,2022-12-23,11.0,5.8,8.0,MNE,Europe
1617,Norway,2022-12-16,-9.6,-13.9,-12.2,NOR,Europe
1618,Poland,2023-01-09,7.0,2.2,5.2,POL,Europe
1619,Kosovo,2023-01-05,11.2,3.4,6.1,,
1620,Romania,2023-03-03,9.9,5.1,7.4,ROU,Europe
1621,Italy,2023-02-22,16.1,7.6,11.4,ITA,Europe
1622,Slovenia,2023-08-30,13.7,10.6,12.4,SVN,Europe
1623,Ireland,2023-05-27,16.7,10.8,14.4,IRL,Europe
1624,Netherlands,2023-05-09,14.5,11.7,12.6,NLD,Europe
1625,Albania,2022-10-01,27.0,16.0,20.8,ALB,Europe
1626,Croatia,2023-09-01,26.4,13.8,19.9,HRV,Europe
1627,Finland,2022-10-31,11.9,8.3,9.7,FIN,Europe
1628,France,2023-01-20,6.0,0.1,2.5,FRA,Europe
1629,Czechia,2022-11-11,12.6,6.3,8.8,CZE,Europe
1630,Finland,2023-02-26,-0.7,-2.9,-2.0,FIN,Europe
1631,Latvia,2023-05-12,18.7,9.1,14.3,LVA,Europe
1632,Hungary,2023-02-04,6.1,-0.9,3.4,HUN,Europe
1633,Albania,2023-03-06,13.9,3.7,8.6,ALB,Europe
1634,Bulgaria,2022-11-19,17.2,8.6,12.0,BGR,Europe
1635,Romania,2022-10-12,17.2,13.3,15.2,ROU,Europe
1636,Hungary,2023-05-24,21.5,15.1,17.9,HUN,Europe
1637,Andorra,2023-07-28,22.5,8.0,15.5,AND,Europe
1638,Poland,2023-07-07,26.8,15.6,21.6,POL,Europe
1639,Denmark,2023-04-07,6.3,0.4,3.7,DNK,Europe
1640,Italy,2023-05-22,24.7,14.0,18.8,ITA,Europe
1641,Hungary,2023-08-15,32.9,19.1,26.4,HUN,Europe
1642,Montenegro,2023-01-20,8.9,6.0,7.3,MNE,Europe
1643,North Macedonia,2023-03-12,11.4,2.9,6.0,MKD,Europe
1644,Austria,2023-01-27,2.7,-0.9,0.6,AUT,Europe
1645,Finland,2022-10-04,12.3,10.9,11.6,FIN,Europe
1646,Spain,2022-10-31,18.1,12.6,14.4,ESP,Europe
1647,Luxembourg,2023-06-24,27.5,13.3,20.7,LUX,Europe
1648,Italy,2023-03-24,18.4,9.8,13.8,ITA,Europe
1649,Serbia,2023-02-03,5.4,2.5,3.9,SRB,Europe
1650,Norway,2022-10-22,-8.0,-9.6,-8.5,NOR,Europe
1651,Croatia,2023-04-19,16.0,8.8,11.8,HRV,Europe
1652,Estonia,2023-01-20,0.2,-2.4,-1.0,EST,Europe
1653,Netherlands,2023-02-27,6.3,0.0,2.4,NLD,Europe
1654,Belarus,2023-01-22,1.2,-3.9,-1.3,BLR,Europe
1655,Lithuania,2022-12-11,-2.8,-4.5,-3.4,LTU,Europe
1656,Norway,2023-08-02,19.6,11.5,15.0,NOR,Europe
1657,Slovenia,2023-02-11,4.9,-5.6,-1.5,SVN,Europe
1658,Norway,2023-02-03,-4.4,-9.8,-6.3,NOR,Europe
1659,Greece,2023-02-18,16.8,6.2,11.6,GRC,Europe
1660,Poland,2023-09-12,29.9,18.6,24.2,POL,Europe
1661,Italy,2023-05-07,24.4,13.1,18.3,ITA,Europe
1662,Luxembourg,2023-04-25,8.8,2.2,5.7,LUX,Europe
1663,Austria,2023-05-29,23.7,10.7,17.5,AUT,Europe
1664,France,2023-02-09,6.6,-2.3,1.5,FRA,Europe
1665,Estonia,2023-06-22,21.5,15.7,18.6,EST,Europe
1666,Germany,2022-11-06,12.3,6.0,8.6,DEU,Europe
1667,Slovakia,2023-08-04,22.3,15.9,19.0,SVK,Europe
1668,Kosovo,2023-02-06,-2.9,-7.5,-5.5,,
1669,Finland,2022-11-08,9.2,6.3,8.1,FIN,Europe
1670,Monaco,2023-02-26,12.3,7.6,10.2,MCO,Europe
1671,France,2023-03-18,15.5,9.8,12.2,FRA,Europe
1672,Slovakia,2023-09-12,31.0,17.6,24.1,SVK,Europe
1673,Romania,2023-08-06,30.0,20.6,24.5,ROU,Europe
1674,Hungary,2023-03-16,10.2,2.2,6.2,HUN,Europe
1675,Belarus,2022-11-23,-3.0,-6.7,-4.9,BLR,Europe
1676,Slovakia,2023-08-11,26.1,12.0,18.9,SVK,Europe
1677,"Moldova, Republic of",2022-10-05,17.9,9.4,13.2,MDA,Europe
1678,Slovakia,2022-11-12,12.3,4.9,7.8,SVK,Europe
1679,Croatia,2023-04-07,15.2,2.0,8.3,HRV,Europe
1680,Romania,2022-09-14,27.4,13.8,20.2,ROU,Europe
1681,Finland,2023-01-27,-1.5,-4.4,-2.6,FIN,Europe
1682,Slovenia,2023-09-12,26.7,13.4,19.1,SVN,Europe
1683,Portugal,2022-11-19,17.2,13.1,14.8,PRT,Europe
1684,Norway,2022-12-27,-3.7,-8.2,-6.2,NOR,Europe
1685,Germany,2023-04-14,8.7,5.7,7.0,DEU,Europe
1686,Serbia,2023-03-25,16.8,10.0,13.1,SRB,Europe
1687,Latvia,2023-06-16,25.2,16.0,20.8,LVA,Europe
1688,Croatia,2022-11-23,4.6,2.3,3.3,HRV,Europe
1689,Denmark,2023-09-01,19.3,13.5,16.3,DNK,Europe
1690,Romania,2022-12-06,5.5,3.1,4.2,ROU,Europe
1691,North Macedonia,2023-07-02,25.4,17.9,21.8,MKD,Europe
1692,Netherlands,2022-10-13,13.3,9.8,11.2,NLD,Europe
1693,Ireland,2023-06-08,15.6,11.0,13.3,IRL,Europe
1694,Norway,2023-03-03,-5.9,-21.7,-11.8,NOR,Europe
1695,Austria,2022-10-28,17.8,11.3,14.0,AUT,Europe
1696,North Macedonia,2023-03-22,15.7,7.2,11.4,MKD,Europe
1697,Croatia,2023-03-20,18.0,7.0,12.3,HRV,Europe
1698,Spain,2023-03-24,21.1,8.8,13.9,ESP,Europe
1699,Lithuania,2023-08-04,25.2,14.3,20.0,LTU,Europe
1700,Lithuania,2023-05-19,15.4,8.2,11.3,LTU,Europe
1701,Norway,2023-09-06,17.0,10.1,13.3,NOR,Europe
1702,Czechia,2023-06-29,26.9,11.8,19.6,CZE,Europe
1703,Slovakia,2023-08-18,29.1,18.6,23.9,SVK,Europe
1704,Serbia,2023-08-07,20.3,14.1,17.2,SRB,Europe
1705,Bosnia and Herzegovina,2023-06-18,22.1,10.1,16.2,BIH,Europe
1706,Slovenia,2023-08-19,27.7,17.5,22.3,SVN,Europe
1707,Norway,2023-03-31,0.5,-6.1,-3.0,NOR,Europe
1708,Netherlands,2023-01-27,4.4,0.7,2.3,NLD,Europe
1709,Albania,2023-04-23,20.4,9.9,14.8,ALB,Europe
1710,France,2023-06-02,21.2,9.3,15.3,FRA,Europe
1711,Albania,2023-06-06,26.1,17.9,21.5,ALB,Europe
1712,Austria,2023-07-03,24.3,16.3,21.0,AUT,Europe
1713,Spain,2023-05-29,22.9,13.2,17.7,ESP,Europe
1714,Monaco,2023-03-16,14.0,11.1,12.5,MCO,Europe
1715,Serbia,2023-08-28,40.5,24.8,31.9,SRB,Europe
1716,Germany,2023-07-15,35.2,18.2,27.1,DEU,Europe
1717,Montenegro,2023-02-03,10.6,2.7,6.4,MNE,Europe
1718,Spain,2023-08-08,39.4,23.0,30.7,ESP,Europe
1719,Germany,2023-08-02,22.2,14.1,17.8,DEU,Europe
1720,Belarus,2023-04-27,11.3,1.8,6.5,BLR,Europe
1721,Andorra,2023-05-07,12.9,4.1,8.4,AND,Europe
1722,France,2022-10-20,22.3,16.7,18.6,FRA,Europe
1723,Italy,2022-10-09,24.3,16.5,20.3,ITA,Europe
1724,Romania,2023-07-15,33.5,22.5,27.6,ROU,Europe
1725,Romania,2023-08-05,35.7,21.1,28.3,ROU,Europe
1726,North Macedonia,2023-07-31,30.7,20.2,24.9,MKD,Europe
1727,Belgium,2023-02-10,7.1,0.2,3.4,BEL,Europe
1728,Italy,2023-02-13,14.5,3.0,8.1,ITA,Europe
1729,Finland,2023-06-18,20.4,15.7,17.8,FIN,Europe
1730,Hungary,2023-06-30,30.2,16.3,23.0,HUN,Europe
1731,Monaco,2022-11-05,20.7,11.7,15.8,MCO,Europe
1732,Croatia,2023-08-28,30.2,18.7,23.4,HRV,Europe
1733,Poland,2022-11-03,12.4,7.3,9.4,POL,Europe
1734,Croatia,2023-02-13,9.9,0.5,4.5,HRV,Europe
1735,"Moldova, Republic of",2022-11-16,9.2,5.3,7.2,MDA,Europe
1736,"Moldova, Republic of",2022-10-27,15.5,9.8,12.4,MDA,Europe
1737,Portugal,2022-10-19,20.2,17.1,18.7,PRT,Europe
1738,Lithuania,2022-10-22,7.1,4.9,5.9,LTU,Europe
1739,Slovenia,2023-06-19,28.7,13.0,20.8,SVN,Europe
1740,Hungary,2022-12-31,9.2,3.3,6.1,HUN,Europe
1741,Albania,2023-05-21,23.1,13.4,18.0,ALB,Europe
1742,"Moldova, Republic of",2022-10-16,15.6,4.4,9.1,MDA,Europe
1743,Slovakia,2023-02-21,14.0,6.9,9.9,SVK,Europe
1744,Netherlands,2023-06-12,27.4,16.7,22.6,NLD,Europe
1745,North Macedonia,2023-04-26,11.7,6.2,10.0,MKD,Europe
1746,Finland,2023-04-20,7.2,2.9,4.7,FIN,Europe
1747,Hungary,2023-09-06,27.9,16.9,22.2,HUN,Europe
1748,Denmark,2022-10-04,16.5,10.3,12.9,DNK,Europe
1749,Estonia,2023-03-02,2.8,0.2,1.2,EST,Europe
1750,Lithuania,2023-02-06,-1.9,-8.8,-5.0,LTU,Europe
1751,Czechia,2023-04-16,12.7,3.9,8.0,CZE,Europe
1752,Monaco,2023-03-25,18.3,13.2,15.1,MCO,Europe
1753,Monaco,2023-03-22,15.6,12.6,13.9,MCO,Europe
1754,Finland,2023-01-02,0.0,-2.3,-1.4,FIN,Europe
1755,Serbia,2022-12-27,9.7,5.6,8.6,SRB,Europe
1756,Finland,2022-11-12,12.3,9.6,11.3,FIN,Europe
1757,Hungary,2023-07-14,29.8,17.9,24.2,HUN,Europe
1758,Bosnia and Herzegovina,2023-08-17,25.6,14.0,19.5,BIH,Europe
1759,Belgium,2023-07-07,29.2,13.2,21.4,BEL,Europe
1760,Lithuania,2023-05-16,16.7,11.0,13.9,LTU,Europe
1761,Spain,2023-07-21,33.4,21.0,26.6,ESP,Europe
1762,Kosovo,2022-11-04,19.3,8.4,13.0,,
1763,Estonia,2022-10-23,9.9,4.3,7.2,EST,Europe
1764,Monaco,2023-03-13,14.8,13.5,13.9,MCO,Europe
1765,Andorra,2023-05-11,9.6,0.3,4.3,AND,Europe
1766,Slovakia,2023-06-30,27.9,14.1,21.4,SVK,Europe
1767,"Moldova, Republic of",2022-10-03,17.1,11.1,13.9,MDA,Europe
1768,Andorra,2023-05-05,18.6,5.8,11.8,AND,Europe
1769,Luxembourg,2023-04-16,8.9,5.4,6.8,LUX,Europe
1770,France,2023-07-04,23.2,12.6,18.0,FRA,Europe
1771,Estonia,2023-07-30,22.6,12.6,17.7,EST,Europe
1772,Andorra,2022-09-24,12.7,5.1,8.4,AND,Europe
1773,Luxembourg,2023-05-11,14.0,6.1,10.1,LUX,Europe
1774,France,2023-07-29,24.2,16.6,20.1,FRA,Europe
1775,France,2023-05-13,19.6,9.4,14.4,FRA,Europe
1776,Denmark,2023-06-22,25.1,14.3,19.8,DNK,Europe
1777,Ireland,2022-11-05,14.1,9.1,11.6,IRL,Europe
1778,Luxembourg,2023-04-29,14.6,8.2,11.3,LUX,Europe
1779,Slovenia,2022-12-12,-0.7,-7.2,-3.2,SVN,Europe
1780,Latvia,2023-02-02,1.0,-0.7,0.2,LVA,Europe
1781,Croatia,2023-06-03,20.4,13.6,16.9,HRV,Europe
1782,Albania,2022-10-21,23.6,12.2,17.4,ALB,Europe
1783,Norway,2023-04-25,2.9,0.0,1.5,NOR,Europe
1784,Denmark,2022-11-24,7.3,6.4,6.9,DNK,Europe
1785,Romania,2023-06-15,28.5,17.6,23.2,ROU,Europe
1786,Montenegro,2023-08-18,34.1,20.5,26.8,MNE,Europe
1787,Luxembourg,2022-12-01,5.4,2.6,4.5,LUX,Europe
1788,Denmark,2023-02-16,6.7,3.2,4.7,DNK,Europe
1789,Kosovo,2023-08-25,34.4,18.3,26.0,,
1790,Finland,2023-04-20,11.9,1.8,7.1,FIN,Europe
1791,Netherlands,2022-09-18,13.7,11.2,12.7,NLD,Europe
1792,Slovenia,2023-06-28,19.2,13.2,15.6,SVN,Europe
1793,Norway,2023-04-03,2.1,-4.5,-1.3,NOR,Europe
1794,Estonia,2023-04-15,7.8,2.2,4.8,EST,Europe
1795,Albania,2023-04-02,15.7,9.4,12.6,ALB,Europe
1796,Monaco,2023-01-03,15.0,13.3,14.0,MCO,Europe
1797,Monaco,2023-06-18,24.0,19.7,22.4,MCO,Europe
1798,Italy,2023-02-12,14.3,1.5,7.2,ITA,Europe
1799,Montenegro,2023-02-22,15.0,3.8,9.2,MNE,Europe
1800,Finland,2023-04-25,5.2,3.7,4.6,FIN,Europe
1801,Greece,2022-12-02,16.3,10.9,13.4,GRC,Europe
1802,Belarus,2022-11-01,8.9,1.5,5.3,BLR,Europe
1803,Ireland,2023-08-22,19.2,14.5,16.8,IRL,Europe
1804,Austria,2023-05-11,18.7,9.1,13.0,AUT,Europe
1805,Monaco,2023-08-17,27.8,23.8,26.1,MCO,Europe
1806,Kosovo,2022-11-17,12.2,6.8,9.7,,
1807,Ireland,2022-10-28,16.2,9.9,13.5,IRL,Europe
1808,Luxembourg,2022-10-06,16.7,8.0,12.5,LUX,Europe
1809,Belarus,2023-03-13,1.0,-5.8,-1.7,BLR,Europe
1810,Portugal,2023-07-13,31.4,17.4,23.0,PRT,Europe
1811,Finland,2023-05-11,16.0,6.1,11.2,FIN,Europe
1812,Albania,2023-03-10,16.5,7.3,12.8,ALB,Europe
1813,Poland,2022-12-13,-1.0,-7.2,-2.7,POL,Europe
1814,Norway,2023-01-06,-4.4,-7.9,-6.3,NOR,Europe
1815,Norway,2023-05-27,17.1,5.7,11.7,NOR,Europe
1816,Netherlands,2023-09-11,27.2,19.1,22.4,NLD,Europe
1817,Netherlands,2023-08-14,25.5,13.9,19.7,NLD,Europe
1818,Spain,2022-11-02,20.3,10.7,15.5,ESP,Europe
1819,France,2023-02-22,11.4,7.1,8.9,FRA,Europe
1820,Spain,2023-06-22,30.4,17.0,23.1,ESP,Europe
1821,Denmark,2023-01-05,7.6,1.8,4.0,DNK,Europe
1822,Hungary,2022-12-10,7.8,4.9,6.1,HUN,Europe
1823,Czechia,2023-03-03,8.1,-0.5,3.3,CZE,Europe
1824,Slovakia,2022-12-14,0.5,-3.8,-1.4,SVK,Europe
1825,Italy,2023-09-06,31.4,19.5,25.2,ITA,Europe
1826,France,2023-05-29,23.3,12.1,17.5,FRA,Europe
1827,Austria,2022-12-10,4.3,0.8,2.7,AUT,Europe
1828,Romania,2023-08-18,36.0,23.1,29.2,ROU,Europe
1829,Monaco,2023-03-06,14.9,9.8,12.1,MCO,Europe
1830,Belarus,2023-06-24,23.0,16.8,20.1,BLR,Europe
1831,Bosnia and Herzegovina,2023-08-05,20.6,16.7,18.5,BIH,Europe
1832,Finland,2023-01-12,2.4,0.9,1.6,FIN,Europe
1833,France,2022-10-15,19.9,15.0,17.1,FRA,Europe
1834,Serbia,2022-10-14,21.3,11.2,15.8,SRB,Europe
